"Psi","F_Psi","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.0025,0.00125,1,0.25,0,1,0
0.005,0.0025,1,0.5,0,1,0
0.0075,0.00375,1,0.75,0,1,0
0.01,0.0050001,1,1,0,1,0
0.0125,0.0062502,1,1.25,0,1,0
0.015,0.0075005,1,1.5,0,1,0
0.0175,0.0087509,1,1.75,0,1,0
0.02,0.010001,1,2,0,1,0
0.0225,0.011252,1,2.25,0,1,0
0.025,0.012503,1,2.5,0,1,0
0.0275,0.013755,1,2.75,0,1,0
0.03,0.015006,1,3,0,1,0
0.0325,0.016257,1,3.25,0,1,0
0.035,0.017509,1,3.5,0,1,0
0.0375,0.018761,1,3.75,0,1,0
0.04,0.020013,1,4,0,1,0
0.0425,0.021266,1,4.25,0,1,0
0.045,0.022519,1,4.5,0,1,0
0.0475,0.023773,1,4.75,0,1,0
0.05,0.025027,1,5,0,1,0
0.0525,0.026281,1,5.25,0,1,0
0.055,0.027536,1,5.5,0,1,0
0.0575,0.028791,1,5.75,0,1,0
0.06,0.030047,1,6,0,1,0
0.0625,0.031303,1,6.25,0,1,0
0.065,0.032559,1,6.5,0,1,0
0.0675,0.033816,1,6.75,0,1,0
0.07,0.035074,1,7,0,1,0
0.0725,0.036332,1,7.25,0,1,0
0.075,0.037591,1,7.5,0,1,0
0.0775,0.038851,1,7.75,0,1,0
0.08,0.040111,1,8,0,1,0
0.0825,0.041372,1,8.25,0,1,0
0.085,0.042634,1,8.5,0,1,0
0.0875,0.043897,1,8.75,0,1,0
0.09,0.045159,1,9,0,1,0
0.0925,0.046423,1,9.25,0,1,0
0.095,0.047687,1,9.5,0,1,0
0.0975,0.048952,1,9.75,0,1,0
0.1,0.050217,1,10,0,1,0
0.1025,0.051484,1,10.25,0,1,0
0.105,0.052752,1,10.5,0,1,0
0.1075,0.054021,1,10.75,0,1,0
0.11,0.055291,1,11,0,1,0
0.1125,0.056562,1,11.25,0,1,0
0.115,0.057834,1,11.5,0,1,0
0.1175,0.059106,1,11.75,0,1,0
0.12,0.06038,1,12,0,1,0
0.1225,0.061653,1,12.25,0,1,0
0.125,0.062928,1,12.5,0,1,0
0.1275,0.064204,1,12.75,0,1,0
0.13,0.065481,1,13,0,1,0
0.1325,0.06676,1,13.25,0,1,0
0.135,0.06804,1,13.5,0,1,0
0.1375,0.069321,1,13.75,0,1,0
0.14,0.070604,1,14,0,1,0
0.1425,0.071888,1,14.25,0,1,0
0.145,0.073173,1,14.5,0,1,0
0.1475,0.074459,1,14.75,0,1,0
0.15,0.075745,1,15,0,1,0
0.1525,0.077033,1,15.25,0,1,0
0.155,0.078322,1,15.5,0,1,0
0.1575,0.079612,1,15.75,0,1,0
0.16,0.080904,1,16,0,1,0
0.1625,0.082197,1,16.25,0,1,0
0.165,0.083493,1,16.5,0,1,0
0.1675,0.08479,1,16.75,0,1,0
0.17,0.086089,1,17,0,1,0
0.1725,0.087389,1,17.25,0,1,0
0.175,0.08869,1,17.5,0,1,0
0.1775,0.089993,1,17.75,0,1,0
0.18,0.091297,1,18,0,1,0
0.1825,0.092601,1,18.25,0,1,0
0.185,0.093908,1,18.5,0,1,0
0.1875,0.095216,1,18.75,0,1,0
0.19,0.096526,1,19,0,1,0
0.1925,0.097838,1,19.25,0,1,0
0.195,0.099152,1,19.5,0,1,0
0.1975,0.10047,1,19.75,0,1,0
0.2,0.10179,1,20,0,1,0
0.2025,0.10311,1,20.25,0,1,0
0.205,0.10443,1,20.5,0,1,0
0.2075,0.10575,1,20.75,0,1,0
0.21,0.10708,1,21,0,1,0
0.2125,0.1084,1,21.25,0,1,0
0.215,0.10973,1,21.5,0,1,0
0.2175,0.11106,1,21.75,0,1,0
0.22,0.11239,1,22,0,1,0
0.2225,0.11372,1,22.25,0,1,0
0.225,0.11506,1,22.5,0,1,0
0.2275,0.1164,1,22.75,0,1,0
0.23,0.11774,1,23,0,1,0
0.2325,0.11909,1,23.25,0,1,0
0.235,0.12043,1,23.5,0,1,0
0.2375,0.12178,1,23.75,0,1,0
0.24,0.12313,1,24,0,1,0
0.2425,0.12448,1,24.25,0,1,0
0.245,0.12583,1,24.5,0,1,0
0.2475,0.12718,1,24.75,0,1,0
0.25,0.12854,1,25,0,1,0
0.2525,0.1299,1,25.25,0,1,0
0.255,0.13127,1,25.5,0,1,0
0.2575,0.13263,1,25.75,0,1,0
0.26,0.134,1,26,0,1,0
0.2625,0.13537,1,26.25,0,1,0
0.265,0.13675,1,26.5,0,1,0
0.2675,0.13812,1,26.75,0,1,0
0.27,0.1395,1,27,0,1,0
0.2725,0.14088,1,27.25,0,1,0
0.275,0.14226,1,27.5,0,1,0
0.2775,0.14364,1,27.75,0,1,0
0.28,0.14503,1,28,0,1,0
0.2825,0.14642,1,28.25,0,1,0
0.285,0.14782,1,28.5,0,1,0
0.2875,0.14922,1,28.75,0,1,0
0.29,0.15062,1,29,0,1,0
0.2925,0.15202,1,29.25,0,1,0
0.295,0.15343,1,29.5,0,1,0
0.2975,0.15483,1,29.75,0,1,0
0.3,0.15624,1,30,0,1,0
0.3025,0.15766,1,30.25,0,1,0
0.305,0.15907,1,30.5,0,1,0
0.3075,0.16049,1,30.75,0,1,0
0.31,0.16192,1,31,0,1,0
0.3125,0.16334,1,31.25,0,1,0
0.315,0.16477,1,31.5,0,1,0
0.3175,0.16621,1,31.75,0,1,0
0.32,0.16765,1,32,0,1,0
0.3225,0.16909,1,32.25,0,1,0
0.325,0.17053,1,32.5,0,1,0
0.3275,0.17198,1,32.75,0,1,0
0.33,0.17342,1,33,0,1,0
0.3325,0.17488,1,33.25,0,1,0
0.335,0.17633,1,33.5,0,1,0
0.3375,0.17779,1,33.75,0,1,0
0.34,0.17925,1,34,0,1,0
0.3425,0.18072,1,34.25,0,1,0
0.345,0.18219,1,34.5,0,1,0
0.3475,0.18367,1,34.75,0,1,0
0.35,0.18515,1,35,0,1,0
0.3525,0.18663,1,35.25,0,1,0
0.355,0.18812,1,35.5,0,1,0
0.3575,0.18961,1,35.75,0,1,0
0.36,0.1911,1,36,0,1,0
0.3625,0.1926,1,36.25,0,1,0
0.365,0.1941,1,36.5,0,1,0
0.3675,0.1956,1,36.75,0,1,0
0.37,0.19711,1,37,0,1,0
0.3725,0.19863,1,37.25,0,1,0
0.375,0.20014,1,37.5,0,1,0
0.3775,0.20167,1,37.75,0,1,0
0.38,0.2032,1,38,0,1,0
0.3825,0.20473,1,38.25,0,1,0
0.385,0.20627,1,38.5,0,1,0
0.3875,0.20781,1,38.75,0,1,0
0.39,0.20935,1,39,0,1,0
0.3925,0.2109,1,39.25,0,1,0
0.395,0.21245,1,39.5,0,1,0
0.3975,0.214,1,39.75,0,1,0
0.4,0.21557,1,40,0,1,0
0.4025,0.21713,1,40.25,0,1,0
0.405,0.21871,1,40.5,0,1,0
0.4075,0.22029,1,40.75,0,1,0
0.41,0.22187,1,41,0,1,0
0.4125,0.22346,1,41.25,0,1,0
0.415,0.22505,1,41.5,0,1,0
0.4175,0.22665,1,41.75,0,1,0
0.42,0.22825,1,42,0,1,0
0.4225,0.22986,1,42.25,0,1,0
0.425,0.23147,1,42.5,0,1,0
0.4275,0.23308,1,42.75,0,1,0
0.43,0.23471,1,43,0,1,0
0.4325,0.23633,1,43.25,0,1,0
0.435,0.23797,1,43.5,0,1,0
0.4375,0.23961,1,43.75,0,1,0
0.44,0.24126,1,44,0,1,0
0.4425,0.24291,1,44.25,0,1,0
0.445,0.24457,1,44.5,0,1,0
0.4475,0.24623,1,44.75,0,1,0
0.45,0.2479,1,45,0,1,0
0.4525,0.24957,1,45.25,0,1,0
0.455,0.25125,1,45.5,0,1,0
0.4575,0.25294,1,45.75,0,1,0
0.46,0.25463,1,46,0,1,0
0.4625,0.25633,1,46.25,0,1,0
0.465,0.25803,1,46.5,0,1,0
0.4675,0.25974,1,46.75,0,1,0
0.47,0.26147,1,47,0,1,0
0.4725,0.26319,1,47.25,0,1,0
0.475,0.26493,1,47.5,0,1,0
0.4775,0.26666,1,47.75,0,1,0
0.48,0.26841,1,48,0,1,0
0.4825,0.27016,1,48.25,0,1,0
0.485,0.27191,1,48.5,0,1,0
0.4875,0.27368,1,48.75,0,1,0
0.49,0.27545,1,49,0,1,0
0.4925,0.27722,1,49.25,0,1,0
0.495,0.27901,1,49.5,0,1,0
0.4975,0.28081,1,49.75,0,1,0
0.5,0.28261,1,50,0,1,0
0.5025,0.28442,1,50.25,0,1,0
0.505,0.28624,1,50.5,0,1,0
0.5075,0.28807,1,50.75,0,1,0
0.51,0.2899,1,51,0,1,0
0.5125,0.29174,1,51.25,0,1,0
0.515,0.29358,1,51.5,0,1,0
0.5175,0.29543,1,51.75,0,1,0
0.52,0.2973,1,52,0,1,0
0.5225,0.29917,1,52.25,0,1,0
0.525,0.30105,1,52.5,0,1,0
0.5275,0.30294,1,52.75,0,1,0
0.53,0.30484,1,53,0,1,0
0.5325,0.30674,1,53.25,0,1,0
0.535,0.30866,1,53.5,0,1,0
0.5375,0.31059,1,53.75,0,1,0
0.54,0.31252,1,54,0,1,0
0.5425,0.31446,1,54.25,0,1,0
0.545,0.31641,1,54.5,0,1,0
0.5475,0.31837,1,54.75,0,1,0
0.55,0.32034,1,55,0,1,0
0.5525,0.32231,1,55.25,0,1,0
0.555,0.3243,1,55.5,0,1,0
0.5575,0.3263,1,55.75,0,1,0
0.56,0.32831,1,56,0,1,0
0.5625,0.33033,1,56.25,0,1,0
0.565,0.33236,1,56.5,0,1,0
0.5675,0.3344,1,56.75,0,1,0
0.57,0.33645,1,57,0,1,0
0.5725,0.33851,1,57.25,0,1,0
0.575,0.34058,1,57.5,0,1,0
0.5775,0.34266,1,57.75,0,1,0
0.58,0.34475,1,58,0,1,0
0.5825,0.34685,1,58.25,0,1,0
0.585,0.34896,1,58.5,0,1,0
0.5875,0.35109,1,58.75,0,1,0
0.59,0.35323,1,59,0,1,0
0.5925,0.35538,1,59.25,0,1,0
0.595,0.35754,1,59.5,0,1,0
0.5975,0.35972,1,59.75,0,1,0
0.6,0.36191,1,60,0,1,0
0.6025,0.36411,1,60.25,0,1,0
0.605,0.36632,1,60.5,0,1,0
0.6075,0.36854,1,60.75,0,1,0
0.61,0.37077,1,61,0,1,0
0.6125,0.37302,1,61.25,0,1,0
0.615,0.37527,1,61.5,0,1,0
0.6175,0.37755,1,61.75,0,1,0
0.62,0.37983,1,62,0,1,0
0.6225,0.38214,1,62.25,0,1,0
0.625,0.38445,1,62.5,0,1,0
0.6275,0.38679,1,62.75,0,1,0
0.63,0.38914,1,63,0,1,0
0.6325,0.3915,1,63.25,0,1,0
0.635,0.39387,1,63.5,0,1,0
0.6375,0.39626,1,63.75,0,1,0
0.64,0.39867,1,64,0,1,0
0.6425,0.40108,1,64.25,0,1,0
0.645,0.40351,1,64.5,0,1,0
0.6475,0.40596,1,64.75,0,1,0
0.65,0.40842,1,65,0,1,0
0.6525,0.4109,1,65.25,0,1,0
0.655,0.4134,1,65.5,0,1,0
0.6575,0.41592,1,65.75,0,1,0
0.66,0.41846,1,66,0,1,0
0.6625,0.42101,1,66.25,0,1,0
0.665,0.42358,1,66.5,0,1,0
0.6675,0.42617,1,66.75,0,1,0
0.67,0.42877,1,67,0,1,0
0.6725,0.43139,1,67.25,0,1,0
0.675,0.43403,1,67.5,0,1,0
0.6775,0.43669,1,67.75,0,1,0
0.68,0.43936,1,68,0,1,0
0.6825,0.44205,1,68.25,0,1,0
0.685,0.44477,1,68.5,0,1,0
0.6875,0.44751,1,68.75,0,1,0
0.69,0.45026,1,69,0,1,0
0.6925,0.45304,1,69.25,0,1,0
0.695,0.45585,1,69.5,0,1,0
0.6975,0.45867,1,69.75,0,1,0
0.7,0.46152,1,70,0,1,0
0.7025,0.46438,1,70.25,0,1,0
0.705,0.46727,1,70.5,0,1,0
0.7075,0.47017,1,70.75,0,1,0
0.71,0.4731,1,71,0,1,0
0.7125,0.47605,1,71.25,0,1,0
0.715,0.47903,1,71.5,0,1,0
0.7175,0.48203,1,71.75,0,1,0
0.72,0.48505,1,72,0,1,0
0.7225,0.4881,1,72.25,0,1,0
0.725,0.49118,1,72.5,0,1,0
0.7275,0.49429,1,72.75,0,1,0
0.73,0.49743,1,73,0,1,0
0.7325,0.50059,1,73.25,0,1,0
0.735,0.50377,1,73.5,0,1,0
0.7375,0.50699,1,73.75,0,1,0
0.74,0.51023,1,74,0,1,0
0.7425,0.51349,1,74.25,0,1,0
0.745,0.51678,1,74.5,0,1,0
0.7475,0.52011,1,74.75,0,1,0
0.75,0.52346,1,75,0,1,0
0.7525,0.52684,1,75.25,0,1,0
0.755,0.53026,1,75.5,0,1,0
0.7575,0.53371,1,75.75,0,1,0
0.76,0.53719,1,76,0,1,0
0.7625,0.54071,1,76.25,0,1,0
0.765,0.54427,1,76.5,0,1,0
0.7675,0.54785,1,76.75,0,1,0
0.77,0.55147,1,77,0,1,0
0.7725,0.55513,1,77.25,0,1,0
0.775,0.55882,1,77.5,0,1,0
0.7775,0.56254,1,77.75,0,1,0
0.78,0.5663,1,78,0,1,0
0.7825,0.5701,1,78.25,0,1,0
0.785,0.57393,1,78.5,0,1,0
0.7875,0.57781,1,78.75,0,1,0
0.79,0.58172,1,79,0,1,0
0.7925,0.58569,1,79.25,0,1,0
0.795,0.58969,1,79.5,0,1,0
0.7975,0.59374,1,79.75,0,1,0
0.8,0.59783,1,80,0,1,0
0.8025,0.60197,1,80.25,0,1,0
0.805,0.60616,1,80.5,0,1,0
0.8075,0.61038,1,80.75,0,1,0
0.81,0.61466,1,81,0,1,0
0.8125,0.61898,1,81.25,0,1,0
0.815,0.62335,1,81.5,0,1,0
0.8175,0.62776,1,81.75,0,1,0
0.82,0.63223,1,82,0,1,0
0.8225,0.63675,1,82.25,0,1,0
0.825,0.64132,1,82.5,0,1,0
0.8275,0.64595,1,82.75,0,1,0
0.83,0.65064,1,83,0,1,0
0.8325,0.65538,1,83.25,0,1,0
0.835,0.66019,1,83.5,0,1,0
0.8375,0.66506,1,83.75,0,1,0
0.84,0.66998,1,84,0,1,0
0.8425,0.67497,1,84.25,0,1,0
0.845,0.68003,1,84.5,0,1,0
0.8475,0.68514,1,84.75,0,1,0
0.85,0.69032,1,85,0,1,0
0.8525,0.69556,1,85.25,0,1,0
0.855,0.70087,1,85.5,0,1,0
0.8575,0.70626,1,85.75,0,1,0
0.86,0.71171,1,86,0,1,0
0.8625,0.71724,1,86.25,0,1,0
0.865,0.72285,1,86.5,0,1,0
0.8675,0.72853,1,86.75,0,1,0
0.87,0.7343,1,87,0,1,0
0.8725,0.74015,1,87.25,0,1,0
0.875,0.74609,1,87.5,0,1,0
0.8775,0.75211,1,87.75,0,1,0
0.88,0.75823,1,88,0,1,0
0.8825,0.76443,1,88.25,0,1,0
0.885,0.77072,1,88.5,0,1,0
0.8875,0.7771,1,88.75,0,1,0
0.89,0.78357,1,89,0,1,0
0.8925,0.79014,1,89.25,0,1,0
0.895,0.79682,1,89.5,0,1,0
0.8975,0.80359,1,89.75,0,1,0
0.9,0.81047,1,90,0,1,0
0.9025,0.81746,1,90.25,0,1,0
0.905,0.82457,1,90.5,0,1,0
0.9075,0.83179,1,90.75,0,1,0
0.91,0.83913,1,91,0,1,0
0.9125,0.8466,1,91.25,0,1,0
0.915,0.85419,1,91.5,0,1,0
0.9175,0.86191,1,91.75,0,1,0
0.92,0.86976,1,92,0,1,0
0.9225,0.87774,1,92.25,0,1,0
0.925,0.88586,1,92.5,0,1,0
0.9275,0.89412,1,92.75,0,1,0
0.93,0.90253,1,93,0,1,0
0.9325,0.91107,1,93.25,0,1,0
0.935,0.91977,1,93.5,0,1,0
0.9375,0.92863,1,93.75,0,1,0
0.94,0.93764,1,94,0,1,0
0.9425,0.94682,1,94.25,0,1,0
0.945,0.95618,1,94.5,0,1,0
0.9475,0.96571,1,94.75,0,1,0
0.95,0.97542,1,95,0,1,0
0.9525,0.98532,1,95.25,0,1,0
0.955,0.99541,1,95.5,0,1,0
0.9575,1.0057,1,95.75,0,1,0
0.96,1.0162,1,96,0,1,0
0.9625,1.0269,1,96.25,0,1,0
0.965,1.0378,1,96.5,0,1,0
0.9675,1.0489,1,96.75,0,1,0
0.97,1.0603,1,97,0,1,0
0.9725,1.0718,1,97.25,0,1,0
0.975,1.0836,1,97.5,0,1,0
0.9775,1.0957,1,97.75,0,1,0
0.98,1.108,1,98,0,1,0
0.9825,1.1205,1,98.25,0,1,0
0.985,1.1333,1,98.5,0,1,0
0.9875,1.1464,1,98.75,0,1,0
0.99,1.1597,1,99,0,1,0
0.9925,1.1733,1,99.25,0,1,0
0.995,1.1873,1,99.5,0,1,0
0.9975,1.2015,1,99.75,0,1,0
1,1.216,1,100,0,1,0
1.0025,1.2308,1,100.25,0,1,0
1.005,1.246,1,100.5,0,1,0
1.0075,1.2615,1,100.75,0,1,0
1.01,1.2773,1,101,0,1,0
1.0125,1.2935,1,101.25,0,1,0
1.015,1.31,1,101.5,0,1,0
1.0175,1.3268,1,101.75,0,1,0
1.02,1.344,1,102,0,1,0
1.0225,1.3616,1,102.25,0,1,0
1.025,1.3796,1,102.5,0,1,0
1.0275,1.3979,1,102.75,0,1,0
1.03,1.4166,1,103,0,1,0
1.0325,1.4358,1,103.25,0,1,0
1.035,1.4553,1,103.5,0,1,0
1.0375,1.4752,1,103.75,0,1,0
1.04,1.4956,1,104,0,1,0
1.0425,1.5163,1,104.25,0,1,0
1.045,1.5375,1,104.5,0,1,0
1.0475,1.5591,1,104.75,0,1,0
1.05,1.5812,1,105,0,1,0
1.0525,1.6036,1,105.25,0,1,0
1.055,1.6265,1,105.5,0,1,0
1.0575,1.6499,1,105.75,0,1,0
1.06,1.6736,1,106,0,1,0
1.0625,1.6978,1,106.25,0,1,0
1.065,1.7225,1,106.5,0,1,0
1.0675,1.7475,1,106.75,0,1,0
1.07,1.773,1,107,0,1,0
1.0725,1.7989,1,107.25,0,1,0
1.075,1.8253,1,107.5,0,1,0
1.0775,1.852,1,107.75,0,1,0
1.08,1.8791,1,108,0,1,0
1.0825,1.9067,1,108.25,0,1,0
1.085,1.9346,1,108.5,0,1,0
1.0875,1.963,1,108.75,0,1,0
1.09,1.9917,1,109,0,1,0
1.0925,2.0208,1,109.25,0,1,0
1.095,2.0503,1,109.5,0,1,0
1.0975,2.0801,1,109.75,0,1,0
1.1,2.1103,1,110,0,1,0
1.1025,2.1409,1,110.25,0,1,0
1.105,2.1717,1,110.5,0,1,0
1.1075,2.2029,1,110.75,0,1,0
1.11,2.2343,1,111,0,1,0
1.1125,2.2661,1,111.25,0,1,0
1.115,2.2982,1,111.5,0,1,0
1.1175,2.3305,1,111.75,0,1,0
1.12,2.363,1,112,0,1,0
1.1225,2.3959,1,112.25,0,1,0
1.125,2.4289,1,112.5,0,1,0
1.1275,2.4622,1,112.75,0,1,0
1.13,2.4957,1,113,0,1,0
1.1325,2.5295,1,113.25,0,1,0
1.135,2.5634,1,113.5,0,1,0
1.1375,2.5975,1,113.75,0,1,0
1.14,2.6318,1,114,0,1,0
1.1425,2.6663,1,114.25,0,1,0
1.145,2.701,1,114.5,0,1,0
1.1475,2.7358,1,114.75,0,1,0
1.15,2.7708,1,115,0,1,0
1.1525,2.8059,1,115.25,0,1,0
1.155,2.8412,1,115.5,0,1,0
1.1575,2.8766,1,115.75,0,1,0
1.16,2.9121,1,116,0,1,0
1.1625,2.9477,1,116.25,0,1,0
1.165,2.9834,1,116.5,0,1,0
1.1675,3.0191,1,116.75,0,1,0
1.17,3.055,1,117,0,1,0
1.1725,3.091,1,117.25,0,1,0
1.175,3.1271,1,117.5,0,1,0
1.1775,3.1632,1,117.75,0,1,0
1.18,3.1994,1,118,0,1,0
1.1825,3.2357,1,118.25,0,1,0
1.185,3.2721,1,118.5,0,1,0
1.1875,3.3085,1,118.75,0,1,0
1.19,3.345,1,119,0,1,0
1.1925,3.3815,1,119.25,0,1,0
1.195,3.4181,1,119.5,0,1,0
1.1975,3.4548,1,119.75,0,1,0
1.2,3.4914,1,120,0,1,0
1.2025,3.5281,1,120.25,0,1,0
1.205,3.5648,1,120.5,0,1,0
1.2075,3.6016,1,120.75,0,1,0
1.21,3.6384,1,121,0,1,0
1.2125,3.6752,1,121.25,0,1,0
1.215,3.712,1,121.5,0,1,0
1.2175,3.7489,1,121.75,0,1,0
1.22,3.7858,1,122,0,1,0
1.2225,3.8228,1,122.25,0,1,0
1.225,3.8597,1,122.5,0,1,0
1.2275,3.8967,1,122.75,0,1,0
1.23,3.9337,1,123,0,1,0
1.2325,3.9707,1,123.25,0,1,0
1.235,4.0077,1,123.5,0,1,0
1.2375,4.0447,1,123.75,0,1,0
1.24,4.0817,1,124,0,1,0
1.2425,4.1188,1,124.25,0,1,0
1.245,4.1558,1,124.5,0,1,0
1.2475,4.1928,1,124.75,0,1,0
1.25,4.2299,1,125,0,1,0
1.2525,4.267,1,125.25,0,1,0
1.255,4.304,1,125.5,0,1,0
1.2575,4.3411,1,125.75,0,1,0
1.26,4.3783,1,126,0,1,0
1.2625,4.4154,1,126.25,0,1,0
1.265,4.4525,1,126.5,0,1,0
1.2675,4.4896,1,126.75,0,1,0
1.27,4.5267,1,127,0,1,0
1.2725,4.5638,1,127.25,0,1,0
1.275,4.6009,1,127.5,0,1,0
1.2775,4.638,1,127.75,0,1,0
1.28,4.675,1,128,0,1,0
1.2825,4.7122,1,128.25,0,1,0
1.285,4.7493,1,128.5,0,1,0
1.2875,4.7864,1,128.75,0,1,0
1.29,4.8235,1,129,0,1,0
1.2925,4.8607,1,129.25,0,1,0
1.295,4.8978,1,129.5,0,1,0
1.2975,4.935,1,129.75,0,1,0
1.3,4.9721,1,130,0,1,0
1.3025,5.0092,1,130.25,0,1,0
1.305,5.0463,1,130.5,0,1,0
1.3075,5.0834,1,130.75,0,1,0
1.31,5.1205,1,131,0,1,0
1.3125,5.1577,1,131.25,0,1,0
1.315,5.1948,1,131.5,0,1,0
1.3175,5.232,1,131.75,0,1,0
1.32,5.2691,1,132,0,1,0
1.3225,5.3063,1,132.25,0,1,0
1.325,5.3434,1,132.5,0,1,0
1.3275,5.3806,1,132.75,0,1,0
1.33,5.4177,1,133,0,1,0
1.3325,5.4548,1,133.25,0,1,0
1.335,5.492,1,133.5,0,1,0
