302620,302620,388.06,388.06,1,15.5,0.02985
302610,302610,388.05,388.05,1,15.6,0.029875
302600,302600,388.03,388.03,1,15.7,0.029925
302590,302590,388.02,388.02,1,15.8,0.02995
302580,302580,388,388,1,15.9,0.03
302570,302570,387.98,387.98,1,16,0.03005
302550,302550,387.97,387.97,1,16.1,0.030075
302540,302540,387.95,387.95,1,16.2,0.030125
302530,302530,387.93,387.93,1,16.3,0.030175
302520,302520,387.92,387.92,1,16.4,0.0302
302510,302510,387.91,387.91,1,16.5,0.030225
302500,302500,387.9,387.9,1,16.6,0.03025
302500,302500,387.9,387.9,1,16.7,0.03025
302490,302490,387.89,387.89,1,16.8,0.030275
302490,302490,387.88,387.88,1,16.9,0.0303
302480,302480,387.88,387.88,1,17,0.0303
302470,302470,387.87,387.87,1,17.1,0.030325
302470,302470,387.85,387.85,1,17.2,0.030375
302450,302450,387.84,387.84,1,17.3,0.0304
302440,302440,387.82,387.82,1,17.4,0.03045
302430,302430,387.8,387.8,1,17.5,0.0305
302410,302410,387.78,387.78,1,17.6,0.03055
302390,302390,387.76,387.76,1,17.7,0.0306
302380,302380,387.74,387.74,1,17.8,0.03065
302360,302360,387.72,387.72,1,17.9,0.0307
302350,302350,387.7,387.7,1,18,0.03075
